#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Abd-B	lab	3230343	3229491	FBpp0082826	FBpp0081194	0	0	0	0.578	0.074	0.333	0	0.856	0.586
nau	sc	3230900	3223853	FBpp0083863	FBpp0070072	0	0	0	0	0	0.100	0	0.559	0.586
Eip78C	Hr46	3236217	3235495	FBpp0297287	FBpp0291630	0	0	0	0.631	0.375	0.058	0	0.882	0.585
HLHmdelta	sc	3231146	3223853	FBpp0084328	FBpp0070072	0	0	0	0	0	0.489	0	0.219	0.584
Dll	pan	3234768	3233954	FBpp0289353	FBpp0111569	0	0	0	0	0.048	0.271	0	0.448	0.584
Ets97D	TFAM	3231215	3230635	FBpp0084458	FBpp0083356	0	0	0	0	0.089	0	0	0.561	0.583
Jra	Ets21C	3232726	3227771	FBpp0087498	FBpp0077739	0	0	0	0	0	0.116	0	0.547	0.583
ey	nau	3233568	3230900	FBpp0099810	FBpp0083863	0	0	0	0	0	0.070	0	0.570	0.583
cad	mirr	3229371	3226707	FBpp0080942	FBpp0075643	0	0	0	0	0	0.273	0	0.448	0.581
pnr	sc	3230268	3223853	FBpp0082675	FBpp0070072	0	0	0	0	0	0.100	0	0.554	0.581
fkh	gcm	3234823	3228605	FBpp0289487	FBpp0079451	0	0	0	0	0	0	0	0.579	0.579
bcd	twi	3229474	3224776	FBpp0081168	FBpp0071864	0	0	0	0	0	0.057	0	0.572	0.579
oc	CG4328	3237101	3235114	FBpp0304126	FBpp0290293	0	0	0	0	0	0.326	0	0.401	0.579
Hr51	ey	3234273	3233568	FBpp0112948	FBpp0099810	0	0	0	0	0	0.051	0	0.573	0.578
CG18619	maf-S	3233178	3231765	FBpp0088679	FBpp0085544	0	0	0	0	0.365	0	0	0.363	0.578
pb	hth	3233084	3229770	FBpp0088333	FBpp0081732	0	0	0	0	0.043	0.160	0	0.517	0.577
esn	CG3281	3236860	3229899	FBpp0302896	FBpp0081985	0	0	0	0	0	0.577	0	0	0.577
Su(H)	insv	3229031	3227591	FBpp0080261	FBpp0077426	0	0	0	0	0.054	0.476	0	0.217	0.577
oc	hkb	3237101	3228182	FBpp0304126	FBpp0078591	0	0	0	0	0	0.051	0	0.572	0.576
pros	pnt	3235877	3233173	FBpp0293146	FBpp0088658	0	0	0	0	0.051	0.476	0	0.214	0.575
kay	vri	3234489	3228239	FBpp0288515	FBpp0078706	0	0	0	0	0	0.508	0	0.169	0.574
Eip75B	Hr51	3236322	3234273	FBpp0297726	FBpp0112948	0	0	0	0.593	0	0.476	0	0.485	0.574
h	sc	3233522	3223853	FBpp0099504	FBpp0070072	0	0	0	0	0	0.489	0	0.200	0.574
Mad	dm	3237271	3237064	FBpp0304648	FBpp0303995	0	0	0	0	0	0.100	0	0.547	0.574
Eip93F	acj6	3234018	3225779	FBpp0111787	FBpp0073832	0	0	0	0	0.046	0	0	0.571	0.573
pan	en	3233954	3232592	FBpp0111569	FBpp0087197	0	0	0	0	0	0	0	0.573	0.573
Zif	cad	3235473	3229371	FBpp0291578	FBpp0080942	0	0	0	0	0	0.555	0	0.080	0.573
Hr46	br	3235495	3234909	FBpp0291630	FBpp0289656	0	0	0	0	0	0	0	0.572	0.572
Jra	sima	3232726	3231463	FBpp0087498	FBpp0084931	0	0	0	0	0.043	0.162	0	0.509	0.572
chn	pnr	3236029	3230268	FBpp0293744	FBpp0082675	0	0	0	0	0	0.490	0	0.195	0.572
Antp	fd59A	3229473	3224753	FBpp0081161	FBpp0071809	0	0	0	0	0.051	0.069	0	0.554	0.572
bap	slp1	3230691	3227473	FBpp0083486	FBpp0077188	0	0	0	0	0.047	0.100	0	0.541	0.572
kni	odd	3227870	3227503	FBpp0077941	FBpp0077246	0	0	0	0	0.107	0	0	0.541	0.572
sima	cyc	3231463	3226217	FBpp0084931	FBpp0074693	0	0	0	0.600	0.043	0.489	0	0.427	0.572
dm	Mio	3237064	3235226	FBpp0303995	FBpp0290673	0	0	0	0	0	0	0	0.571	0.571
tin	Ubx	3230690	3230325	FBpp0083485	FBpp0082793	0	0	0	0.572	0.090	0.263	0	0.908	0.571
Jra	Smox	3232726	3224411	FBpp0087498	FBpp0071140	0	0	0	0	0	0.173	0	0.503	0.571
dpn	run	3232916	3227366	FBpp0087879	FBpp0076971	0	0	0	0	0	0.104	0	0.541	0.571
dm	Med	3237064	3231597	FBpp0303995	FBpp0085176	0	0	0	0	0	0.100	0	0.542	0.571
h	ftz	3233522	3229462	FBpp0099504	FBpp0081139	0	0	0	0	0	0.476	0	0.215	0.571
wek	CG17802	3236984	3230410	FBpp0303719	FBpp0082950	0	0	0	0.576	0.109	0.539	0	0	0.571
tll	odd	3231532	3227503	FBpp0085071	FBpp0077246	0	0	0	0	0	0.102	0	0.541	0.570
grn	Jra	3234744	3232726	FBpp0289317	FBpp0087498	0	0	0	0	0	0.155	0	0.512	0.570
tll	prd	3231532	3228836	FBpp0085071	FBpp0079882	0	0	0	0	0	0.051	0	0.565	0.570
CG17912	CG12391	3236878	3232653	FBpp0302976	FBpp0087300	0	0	0	0	0.090	0	0	0.547	0.570
dsf	CG7786	3237528	3232167	FBpp0305445	FBpp0086334	0	0	0	0	0.044	0.100	0	0.541	0.570
twi	N	3224776	3224059	FBpp0071864	FBpp0070483	0	0	0	0	0	0.046	0	0.567	0.570
dm	fkh	3237064	3234823	FBpp0303995	FBpp0289487	0	0	0	0	0.044	0.100	0	0.539	0.569
gcm2	gcm	3233280	3228605	FBpp0089223	FBpp0079451	0	0	0	0.805	0	0.476	0	0.914	0.569
dm	crp	3237064	3229101	FBpp0303995	FBpp0080411	0	0	0	0	0.107	0	0	0.537	0.569
mirr	caup	3226707	3226705	FBpp0075643	FBpp0075641	0	0	0	0.733	0.044	0.432	0	0.893	0.568
kn	nau	3234005	3230900	FBpp0111722	FBpp0083863	0	0	0	0	0	0.476	0	0.209	0.567
bap	org-1	3230691	3224435	FBpp0083486	FBpp0071187	0	0	0	0	0	0.197	0	0.484	0.567
kay	N	3234489	3224059	FBpp0288515	FBpp0070483	0	0	0	0	0	0	0	0.566	0.566
fkh	ftz-f1	3234823	3226294	FBpp0289487	FBpp0074853	0	0	0	0	0.076	0	0	0.550	0.566
hth	sens	3229770	3226676	FBpp0081732	FBpp0075596	0	0	0	0	0	0.050	0	0.562	0.566
zen	brk	3229475	3224333	FBpp0081170	FBpp0071007	0	0	0	0	0	0	0	0.565	0.565
pho	Ubx	3233074	3230325	FBpp0088268	FBpp0082793	0	0	0	0	0	0.049	0	0.561	0.564
CG7928	CG12219	3231482	3224282	FBpp0084965	FBpp0070886	0	0	0	0	0.091	0	0	0.541	0.564
CG8319	CG12219	3229686	3224282	FBpp0081555	FBpp0070886	0	0	0	0	0.091	0	0	0.541	0.564
Mef2	repo	3232741	3230433	FBpp0087529	FBpp0082986	0	0	0	0	0	0.149	0	0.509	0.564
CG4328	dmrt99B	3235114	3231404	FBpp0290293	FBpp0084820	0	0	0	0	0.043	0.048	0	0.560	0.564
grn	run	3234744	3227366	FBpp0289317	FBpp0076971	0	0	0	0	0	0.071	0	0.550	0.564
caup	ac	3226705	3223852	FBpp0075641	FBpp0070071	0	0	0	0	0	0.048	0	0.560	0.563
tin	caup	3230690	3226705	FBpp0083485	FBpp0075641	0	0	0	0	0.050	0.070	0	0.545	0.563
grn	zfh1	3234744	3231529	FBpp0289317	FBpp0085063	0	0	0	0	0	0.476	0	0.200	0.563
pan	sna	3233954	3229047	FBpp0111569	FBpp0080298	0	0	0	0	0	0	0	0.563	0.563
exex	fd59A	3227116	3224753	FBpp0076468	FBpp0071809	0	0	0	0	0.045	0.069	0	0.548	0.563
sima	Met	3231463	3225536	FBpp0084931	FBpp0073368	0	0	0	0	0.043	0.489	0	0.179	0.563
trh	Met	3237711	3225536	FBpp0306032	FBpp0073368	0	0	0	0.546	0.043	0.489	0	0.340	0.562
oc	fd59A	3237101	3224753	FBpp0304126	FBpp0071809	0	0	0	0	0.049	0.054	0	0.553	0.562
Usf	pho	3236619	3233074	FBpp0301043	FBpp0088268	0	0	0	0	0	0.129	0	0.518	0.562
ftz	run	3229462	3227366	FBpp0081139	FBpp0076971	0	0	0	0	0	0	0	0.561	0.561
tll	hth	3231532	3229770	FBpp0085071	FBpp0081732	0	0	0	0	0.044	0.071	0	0.545	0.561
abd-A	fd59A	3230344	3224753	FBpp0082829	FBpp0071809	0	0	0	0	0.050	0.069	0	0.544	0.561
kni	brk	3227870	3224333	FBpp0077941	FBpp0071007	0	0	0	0	0	0	0	0.560	0.560
nau	bin	3230900	3227177	FBpp0083863	FBpp0076609	0	0	0	0	0	0	0	0.560	0.560
tio	zfh2	3233101	3233047	FBpp0088404	FBpp0088139	0	0	0	0	0	0	0	0.560	0.560
Abd-B	bab2	3230343	3225135	FBpp0082826	FBpp0072535	0	0	0	0	0	0	0	0.560	0.560
ftz-f1	Tbp	3226294	3224643	FBpp0074853	FBpp0071596	0	0	0	0	0	0	0	0.560	0.560
kay	Ets21C	3234489	3227771	FBpp0288515	FBpp0077739	0	0	0	0	0	0.061	0	0.551	0.560
lmd	twi	3230853	3224776	FBpp0083757	FBpp0071864	0	0	0	0	0	0.066	0	0.547	0.559
corto	z	3236520	3224027	FBpp0300441	FBpp0070419	0	0	0	0	0	0	0.540	0.082	0.559
CG9305	CG9609	3228919	3225933	FBpp0080050	FBpp0074130	0	0	0	0	0	0.050	0	0.555	0.559
twi	sc	3224776	3223853	FBpp0071864	FBpp0070072	0	0	0	0	0.046	0.165	0	0.489	0.558
grn	kay	3234744	3234489	FBpp0289317	FBpp0288515	0	0	0	0	0.051	0.134	0	0.505	0.558
Hmx	org-1	3236943	3224435	FBpp0303411	FBpp0071187	0	0	0	0	0	0.048	0	0.555	0.558
Dll	sna	3234768	3229047	FBpp0289353	FBpp0080298	0	0	0	0	0	0	0	0.558	0.558
Kr	Abd-B	3237497	3230343	FBpp0305365	FBpp0082826	0	0	0	0	0	0.245	0	0.439	0.558
prd	twi	3228836	3224776	FBpp0079882	FBpp0071864	0	0	0	0	0.061	0	0	0.548	0.557
fkh	Antp	3234823	3229473	FBpp0289487	FBpp0081161	0	0	0	0	0.051	0.103	0	0.522	0.557
pad	CG12219	3235236	3224282	FBpp0290729	FBpp0070886	0	0	0	0	0.064	0	0	0.547	0.557
oc	pnt	3237101	3233173	FBpp0304126	FBpp0088658	0	0	0	0	0	0	0	0.557	0.557
slou	Six4	3230711	3227864	FBpp0083521	FBpp0077932	0	0	0	0	0.047	0	0	0.554	0.557
Kr	abd-A	3237497	3230344	FBpp0305365	FBpp0082829	0	0	0	0	0	0.245	0	0.438	0.557
sv	ems	3233094	3230090	FBpp0088366	FBpp0082326	0	0	0	0	0.047	0.064	0	0.542	0.556
CG4328	PHDP	3235114	3224931	FBpp0290293	FBpp0072133	0	0	0	0	0	0	0	0.556	0.556
Dll	Su(H)	3234768	3229031	FBpp0289353	FBpp0080261	0	0	0	0	0	0.050	0	0.552	0.556
Nf-YB	Atf3	3229315	3223936	FBpp0080827	FBpp0070234	0	0	0	0	0	0.066	0	0.544	0.556
Eip75B	Eip93F	3236322	3234018	FBpp0297726	FBpp0111787	0	0	0	0	0.144	0.048	0	0.499	0.556
Eip78C	fkh	3236217	3234823	FBpp0297287	FBpp0289487	0	0	0	0	0	0.129	0	0.511	0.556
gcm	lz	3228605	3224470	FBpp0079451	FBpp0071255	0	0	0	0	0	0	0	0.555	0.555
cnc	kn	3236309	3234005	FBpp0297671	FBpp0111722	0	0	0	0	0	0	0	0.555	0.555
hb	twi	3229620	3224776	FBpp0081431	FBpp0071864	0	0	0	0	0	0.066	0	0.542	0.554
pros	jumu	3235877	3229765	FBpp0293146	FBpp0081715	0	0	0	0	0	0	0	0.554	0.554
oc	CG32006	3237101	3233067	FBpp0304126	FBpp0088237	0	0	0	0	0	0.054	0	0.548	0.554
fkh	gcm2	3234823	3233280	FBpp0289487	FBpp0089223	0	0	0	0	0	0	0	0.554	0.554
CG4328	Hr38	3235114	3229364	FBpp0290293	FBpp0080927	0	0	0	0	0	0	0	0.554	0.554
D	ac	3226619	3223852	FBpp0075488	FBpp0070071	0	0	0	0	0	0.071	0	0.540	0.554
tj	grn	3235279	3234744	FBpp0290883	FBpp0289317	0	0	0	0	0	0	0	0.553	0.553
sna	fd59A	3229047	3224753	FBpp0080298	FBpp0071809	0	0	0	0	0	0	0	0.553	0.553
bin	twi	3227177	3224776	FBpp0076609	FBpp0071864	0	0	0	0	0	0	0	0.552	0.552
prd	kni	3228836	3227870	FBpp0079882	FBpp0077941	0	0	0	0	0	0	0	0.551	0.551
dm	Su(H)	3237064	3229031	FBpp0303995	FBpp0080261	0	0	0	0	0	0.047	0	0.549	0.551
lilli	sens	3227537	3226676	FBpp0077318	FBpp0075596	0	0	0	0	0	0.430	0	0.246	0.551
tll	zen	3231532	3229475	FBpp0085071	FBpp0081170	0	0	0	0	0	0.050	0	0.547	0.551
Dip3	dl	3231961	3229170	FBpp0085913	FBpp0080560	0	0	0	0	0	0.551	0	0	0.551
Blimp-1	GATAe	3237122	3230267	FBpp0304191	FBpp0082672	0	0	0	0	0	0	0	0.551	0.551
eve	ttk	3232718	3231602	FBpp0087478	FBpp0085186	0	0	0	0	0	0	0	0.550	0.550
pan	tin	3233954	3230690	FBpp0111569	FBpp0083485	0	0	0	0	0	0.142	0	0.498	0.550
chinmo	N	3236383	3224059	FBpp0297890	FBpp0070483	0	0	0	0	0	0.428	0	0.246	0.550
trh	Clk	3237711	3233515	FBpp0306032	FBpp0099478	0	0	0	0.545	0.043	0.489	0	0.286	0.549
Dad	brk	3230349	3224333	FBpp0082834	FBpp0071007	0	0	0	0	0	0	0	0.549	0.549
p53	N	3230850	3224059	FBpp0083753	FBpp0070483	0	0	0	0	0.042	0.107	0	0.515	0.549
Mio	Nf-YB	3235226	3229315	FBpp0290673	FBpp0080827	0	0	0	0	0	0	0	0.548	0.548
sv	tin	3233094	3230690	FBpp0088366	FBpp0083485	0	0	0	0	0	0.148	0	0.491	0.548
sv	Dad	3233094	3230349	FBpp0088366	FBpp0082834	0	0	0	0	0.047	0.071	0	0.531	0.548
CG4820	CG8319	3234140	3229686	FBpp0112133	FBpp0081555	0	0	0	0	0.057	0	0	0.541	0.548
CG12391	CG11617	3232653	3227801	FBpp0087300	FBpp0077805	0	0	0	0	0	0.050	0	0.544	0.548
pad	CG4820	3235236	3234140	FBpp0290729	FBpp0112133	0	0	0	0	0	0	0	0.548	0.548
zen	hkb	3229475	3228182	FBpp0081170	FBpp0078591	0	0	0	0	0	0.049	0	0.544	0.547
foxo	CrebB-17A	3236007	3226027	FBpp0293589	FBpp0074326	0	0	0	0	0.044	0.184	0	0.466	0.547
sna	Smox	3229047	3224411	FBpp0080298	FBpp0071140	0	0	0	0	0	0.100	0	0.517	0.547
scrt	CG10565	3237490	3236070	FBpp0305342	FBpp0293954	0	0	0	0	0	0	0	0.547	0.547
Eip93F	NK7.1	3234018	3230133	FBpp0111787	FBpp0082400	0	0	0	0	0	0.064	0	0.535	0.546
kn	sens	3234005	3226676	FBpp0111722	FBpp0075596	0	0	0	0	0.053	0.102	0	0.509	0.546
hb	gt	3229620	3224035	FBpp0081431	FBpp0070444	0	0	0	0	0.095	0.050	0	0.515	0.546
nau	ac	3230900	3223852	FBpp0083863	FBpp0070071	0	0	0	0	0	0.100	0	0.516	0.546
Mad	Jra	3237271	3232726	FBpp0304648	FBpp0087498	0	0	0	0	0	0.173	0	0.473	0.545
tin	sc	3230690	3223853	FBpp0083485	FBpp0070072	0	0	0	0	0.056	0.100	0	0.508	0.545
achi	cad	3232514	3229371	FBpp0087053	FBpp0080942	0	0	0	0	0	0.454	0	0.200	0.545
tj	Jra	3235279	3232726	FBpp0290883	FBpp0087498	0	0	0	0	0.048	0.251	0	0.414	0.545
oc	caup	3237101	3226705	FBpp0304126	FBpp0075641	0	0	0	0	0.043	0.046	0	0.542	0.545
CG18619	Side	3233178	3229238	FBpp0088679	FBpp0080685	0	0	0	0	0	0	0	0.545	0.545
Kr	slp2	3237497	3227474	FBpp0305365	FBpp0077189	0	0	0	0	0.074	0.100	0	0.497	0.544
Xbp1	schlank	3236708	3224286	FBpp0301746	FBpp0070899	0	0	0	0	0	0	0	0.544	0.544
Mad	foxo	3237271	3236007	FBpp0304648	FBpp0293589	0	0	0	0	0	0.163	0	0.478	0.544
ewg	Ets97D	3236529	3231215	FBpp0300529	FBpp0084458	0	0	0	0	0.044	0	0	0.543	0.544
cnc	Jra	3236309	3232726	FBpp0297671	FBpp0087498	0	0	0	0	0.046	0.152	0	0.481	0.544
ttk	D	3231602	3226619	FBpp0085186	FBpp0075488	0	0	0	0	0	0.441	0	0.218	0.544
nau	GATAe	3230900	3230267	FBpp0083863	FBpp0082672	0	0	0	0	0	0	0	0.543	0.543
Abd-B	hb	3230343	3229620	FBpp0082826	FBpp0081431	0	0	0	0	0	0.049	0	0.540	0.543
Ubx	twi	3230325	3224776	FBpp0082793	FBpp0071864	0	0	0	0	0	0.251	0	0.415	0.543
tup	acj6	3229221	3225779	FBpp0080661	FBpp0073832	0	0	0	0	0.132	0.082	0	0.473	0.543
CG7928	pita	3231482	3224864	FBpp0084965	FBpp0072021	0	0	0	0.586	0.091	0.368	0	0.594	0.543
Kr	Ubx	3237497	3230325	FBpp0305365	FBpp0082793	0	0	0	0	0	0.049	0	0.540	0.543
en	hb	3232592	3229620	FBpp0087197	FBpp0081431	0	0	0	0	0	0	0	0.543	0.543
CrebA	sage	3233289	3229639	FBpp0089339	FBpp0081462	0	0	0	0	0	0	0	0.542	0.542
cad	caup	3229371	3226705	FBpp0080942	FBpp0075641	0	0	0	0	0	0.273	0	0.396	0.542
br	Mef2	3234909	3232741	FBpp0289656	FBpp0087529	0	0	0	0	0	0.476	0	0.163	0.542
fkh	Med	3234823	3231597	FBpp0289487	FBpp0085176	0	0	0	0	0.042	0.079	0	0.523	0.542
nau	sna	3230900	3229047	FBpp0083863	FBpp0080298	0	0	0	0	0	0	0	0.541	0.541
zen	sna	3229475	3229047	FBpp0081170	FBpp0080298	0	0	0	0	0	0	0	0.541	0.541
dm	schlank	3237064	3224286	FBpp0303995	FBpp0070899	0	0	0	0	0	0	0	0.541	0.541
pnt	hth	3233173	3229770	FBpp0088658	FBpp0081732	0	0	0	0	0	0.122	0	0.499	0.541
bcd	sna	3229474	3229047	FBpp0081168	FBpp0080298	0	0	0	0	0	0	0	0.541	0.541
fkh	sv	3234823	3233094	FBpp0289487	FBpp0088366	0	0	0	0	0	0.048	0	0.538	0.541
dm	brk	3237064	3224333	FBpp0303995	FBpp0071007	0	0	0	0	0	0.476	0	0.161	0.541
kni	gt	3227870	3224035	FBpp0077941	FBpp0070444	0	0	0	0	0	0	0	0.540	0.540
foxo	EcR	3236007	3235496	FBpp0293589	FBpp0291631	0	0	0	0	0	0.100	0	0.510	0.540
bsh	nau	3233226	3230900	FBpp0088920	FBpp0083863	0	0	0	0	0	0	0	0.539	0.539
Dll	Ubx	3234768	3230325	FBpp0289353	FBpp0082793	0	0	0	0.587	0.043	0.259	0	0.914	0.539
lilli	run	3227537	3227366	FBpp0077318	FBpp0076971	0	0	0	0	0	0.476	0	0.155	0.538
HHEX	pnr	3230676	3230268	FBpp0083439	FBpp0082675	0	0	0	0	0	0.163	0	0.470	0.538
Dfd	N	3229461	3224059	FBpp0081138	FBpp0070483	0	0	0	0	0	0.432	0	0.221	0.538
dm	Usf	3237064	3236619	FBpp0303995	FBpp0301043	0	0	0	0	0.047	0.056	0	0.527	0.537
Myb	Mef2	3233299	3232741	FBpp0089402	FBpp0087529	0	0	0	0	0	0.047	0	0.534	0.537
Myb	tin	3233299	3230690	FBpp0089402	FBpp0083485	0	0	0	0	0	0	0	0.537	0.537
sd	CG32006	3236737	3233067	FBpp0301994	FBpp0088237	0	0	0	0	0	0.067	0	0.525	0.537
eve	N	3232718	3224059	FBpp0087478	FBpp0070483	0	0	0	0	0	0	0	0.536	0.536
kn	acj6	3234005	3225779	FBpp0111722	FBpp0073832	0	0	0	0	0.183	0.047	0	0.452	0.536
ewg	pan	3236529	3233954	FBpp0300529	FBpp0111569	0	0	0	0	0	0.476	0	0.152	0.536
Mef2	Atf3	3232741	3223936	FBpp0087529	FBpp0070234	0	0	0	0	0	0.101	0	0.505	0.536
pnr	ac	3230268	3223852	FBpp0082675	FBpp0070071	0	0	0	0	0.047	0.100	0	0.502	0.536
run	twi	3227366	3224776	FBpp0076971	FBpp0071864	0	0	0	0	0	0.139	0	0.484	0.536
fkh	sna	3234823	3229047	FBpp0289487	FBpp0080298	0	0	0	0	0	0	0	0.535	0.535
ovo	pan	3235343	3233954	FBpp0291128	FBpp0111569	0	0	0	0	0	0.430	0	0.219	0.535
TFAM	Ssrp	3230635	3224944	FBpp0083356	FBpp0072151	0	0	0	0	0.054	0.324	0	0.331	0.535
Hr46	Clk	3235495	3233515	FBpp0291630	FBpp0099478	0	0	0	0	0.048	0.345	0	0.314	0.534
Abd-B	ftz	3230343	3229462	FBpp0082826	FBpp0081139	0	0	0	0.607	0	0.333	0	0.772	0.532
dm	run	3237064	3227366	FBpp0303995	FBpp0076971	0	0	0	0	0	0.463	0	0.163	0.532
EcR	cg	3235496	3234474	FBpp0291631	FBpp0288474	0	0	0	0	0.054	0.509	0	0.071	0.531
pros	sv	3235877	3233094	FBpp0293146	FBpp0088366	0	0	0	0	0.051	0.486	0	0.115	0.531
Eip78C	N	3236217	3224059	FBpp0297287	FBpp0070483	0	0	0	0	0	0.136	0	0.480	0.531
Hsf	Myb	3233744	3233299	FBpp0110266	FBpp0089402	0	0	0	0	0.057	0.390	0	0.250	0.531
Ubx	lab	3230325	3229491	FBpp0082793	FBpp0081194	0	0	0	0.616	0	0.430	0	0.481	0.530
Dll	Abd-B	3234768	3230343	FBpp0289353	FBpp0082826	0	0	0	0.584	0	0.289	0	0.821	0.530
sv	fd59A	3233094	3224753	FBpp0088366	FBpp0071809	0	0	0	0	0	0.048	0	0.526	0.530
Kr	Su(H)	3237497	3229031	FBpp0305365	FBpp0080261	0	0	0	0	0	0.059	0	0.521	0.530
eve	HHEX	3232718	3230676	FBpp0087478	FBpp0083439	0	0	0	0	0	0	0	0.530	0.530
Antp	sens	3229473	3226676	FBpp0081161	FBpp0075596	0	0	0	0	0.047	0.445	0	0.182	0.530
pros	Dll	3235877	3234768	FBpp0293146	FBpp0289353	0	0	0	0	0.054	0	0	0.523	0.530
dsf	CG32006	3237528	3233067	FBpp0305445	FBpp0088237	0	0	0	0	0	0.100	0	0.498	0.529
Mad	bin	3237271	3227177	FBpp0304648	FBpp0076609	0	0	0	0	0	0.463	0	0.158	0.528
oc	Abd-B	3237101	3230343	FBpp0304126	FBpp0082826	0	0	0	0	0.045	0.100	0	0.495	0.528
cad	Tbp	3229371	3224643	FBpp0080942	FBpp0071596	0	0	0	0	0.053	0.100	0	0.489	0.527
ttk	gt	3231602	3224035	FBpp0085186	FBpp0070444	0	0	0	0	0	0.441	0	0.190	0.527
pnt	fd96Cb	3233173	3231048	FBpp0088658	FBpp0084146	0	0	0	0	0	0.141	0	0.472	0.527
pb	eyg	3233084	3226738	FBpp0088333	FBpp0075711	0	0	0	0.548	0.070	0.502	0	0.081	0.527
Sox15	bin	3232343	3227177	FBpp0086702	FBpp0076609	0	0	0	0	0.045	0.100	0	0.494	0.527
bap	Doc2	3230691	3227009	FBpp0083486	FBpp0076274	0	0	0	0	0	0.384	0	0.265	0.527
zen	Doc2	3229475	3227009	FBpp0081170	FBpp0076274	0	0	0	0	0	0.197	0	0.434	0.526
kay	Tbp	3234489	3224643	FBpp0288515	FBpp0071596	0	0	0	0	0	0.116	0	0.486	0.526
twi	ac	3224776	3223852	FBpp0071864	FBpp0070071	0	0	0	0	0	0.165	0	0.454	0.525
gcm2	pnt	3233280	3233173	FBpp0089223	FBpp0088658	0	0	0	0	0	0	0	0.525	0.525
run	D	3227366	3226619	FBpp0076971	FBpp0075488	0	0	0	0	0	0.065	0	0.513	0.525
pan	Smox	3233954	3224411	FBpp0111569	FBpp0071140	0	0	0	0	0	0.104	0	0.491	0.525
Xbp1	Atf3	3236708	3223936	FBpp0301746	FBpp0070234	0	0	0	0	0.052	0.100	0	0.487	0.524
EcR	N	3235496	3224059	FBpp0291631	FBpp0070483	0	0	0	0	0.075	0.059	0	0.498	0.524
slou	caup	3230711	3226705	FBpp0083521	FBpp0075641	0	0	0	0	0.056	0.100	0	0.485	0.524
scrt	ac	3237490	3223852	FBpp0305342	FBpp0070071	0	0	0	0	0.053	0	0	0.517	0.523
trh	cyc	3237711	3226217	FBpp0306032	FBpp0074693	0	0	0	0.598	0.043	0.489	0	0.199	0.523
Usf	nau	3236619	3230900	FBpp0301043	FBpp0083863	0	0	0	0	0	0	0	0.522	0.522
Mad	Smox	3237271	3224411	FBpp0304648	FBpp0071140	0	0	0	0.941	0.074	0.476	0	0.946	0.522
Eip78C	ftz-f1	3236217	3226294	FBpp0297287	FBpp0074853	0	0	0	0.572	0	0.264	0	0.828	0.522
bap	twi	3230691	3224776	FBpp0083486	FBpp0071864	0	0	0	0	0	0.057	0	0.513	0.522
ey	tin	3233568	3230690	FBpp0099810	FBpp0083485	0	0	0	0	0	0.090	0	0.496	0.522
net	ac	3234563	3223852	FBpp0288762	FBpp0070071	0	0	0	0	0.050	0.100	0	0.486	0.522
nau	Su(H)	3230900	3229031	FBpp0083863	FBpp0080261	0	0	0	0	0	0	0	0.521	0.521
EcR	Eip93F	3235496	3234018	FBpp0291631	FBpp0111787	0	0	0	0	0.074	0.048	0	0.500	0.521
Dll	abd-A	3234768	3230344	FBpp0289353	FBpp0082829	0	0	0	0.589	0.043	0.259	0	0.863	0.521
net	sc	3234563	3223853	FBpp0288762	FBpp0070072	0	0	0	0	0.050	0.100	0	0.485	0.521
tin	slp1	3230690	3227473	FBpp0083485	FBpp0077188	0	0	0	0	0.047	0.100	0	0.485	0.520
fd64A	Sox15	3236668	3232343	FBpp0301542	FBpp0086702	0	0	0	0	0	0.100	0	0.489	0.520
eve	bin	3232718	3227177	FBpp0087478	FBpp0076609	0	0	0	0	0	0	0	0.520	0.520
shn	Dad	3233266	3230349	FBpp0089118	FBpp0082834	0	0	0	0	0.107	0.070	0	0.469	0.520
cad	sna	3229371	3229047	FBpp0080942	FBpp0080298	0	0	0	0	0.053	0	0	0.513	0.519
ey	D	3233568	3226619	FBpp0099810	FBpp0075488	0	0	0	0	0	0.100	0	0.487	0.519
pnr	mirr	3230268	3226707	FBpp0082675	FBpp0075643	0	0	0	0	0.078	0.053	0	0.493	0.519
lbe	org-1	3230694	3224435	FBpp0083490	FBpp0071187	0	0	0	0	0.053	0.100	0	0.481	0.519
bap	slp2	3230691	3227474	FBpp0083486	FBpp0077189	0	0	0	0	0.047	0.100	0	0.484	0.519
hb	D	3229620	3226619	FBpp0081431	FBpp0075488	0	0	0	0	0	0.100	0	0.486	0.518
slp1	vfl	3227473	3226160	FBpp0077188	FBpp0074576	0	0	0	0	0	0.100	0	0.487	0.518
eyg	mirr	3226738	3226707	FBpp0075711	FBpp0075643	0	0	0	0	0	0.057	0	0.510	0.518
dmrt99B	fd59A	3231404	3224753	FBpp0084820	FBpp0071809	0	0	0	0	0.099	0.048	0	0.483	0.517
Nf-YB	NC2alpha	3229315	3224634	FBpp0080827	FBpp0071583	0	0	0	0	0.046	0.268	0	0.364	0.517
dl	twi	3229170	3224776	FBpp0080560	FBpp0071864	0	0	0	0	0	0.476	0	0.116	0.517
prd	fd59A	3228836	3224753	FBpp0079882	FBpp0071809	0	0	0	0	0	0.048	0	0.514	0.517
